country_iso2,year,price_level_index_gdp
AF,2024,18.6419514830207
AF,2023,18.7769834830579
AF,2022,16.8308283088274
AF,2021,16.6263302067621
AF,2020,19.9371857842555
AF,2019,19.2221917434848
AL,2025,46.0587585896377
AL,2024,42.5964673371086
AL,2023,39.2019320568568
AL,2022,35.0383407800809
AL,2021,39.7657539300862
AL,2020,37.0091876443078
AL,2019,36.9141809222734
DZ,2025,32.5563237762825
DZ,2024,32.6016226560324
DZ,2023,31.8943104698358
DZ,2022,31.3277342358774
DZ,2021,28.6997163356223
DZ,2020,29.5313224987704
DZ,2019,32.1644246444573
AD,2025,68.2338709881342
AD,2024,65.4652562217967
AD,2023,65.207668023379
AD,2022,61.955213696221
AD,2021,71.5053505437076
AD,2020,71.7160699642314
AD,2019,71.7838274924543
AO,2025,30.5274713481502
AO,2024,27.3076165287256
AO,2023,30.2154554475251
AO,2022,38.3909093903776
AO,2021,25.9967838981942
AO,2020,22.4768108944545
AO,2019,29.0879978262779
AG,2025,69.2646609465426
AG,2024,69.1416294107689
AG,2023,69.0200728873085
AG,2022,67.211617030623
AG,2021,67.384993588483
AG,2020,68.7060576898081
AG,2019,71.1711954187463
AR,2025,45.7184067263037
AR,2024,45.8395601723183
AR,2023,47.1522008770533
AR,2022,46.8465656131399
AR,2021,40.8285397167516
AR,2020,38.1166737382459
AR,2019,42.3355375548655
AM,2025,38.2723495996718
AM,2024,37.4347758374219
AM,2023,37.8580675957975
AM,2022,34.3034769004402
AM,2021,29.4263704063936
AM,2020,29.0261718464722
AM,2019,30.697812531997
AW,2024,74.6257169517821
AW,2023,73.4348492289676
AW,2022,74.0519515566961
AW,2021,76.1985246029648
AW,2020,78.8775769025922
AW,2019,79.509039830895
AU,2025,90.5404364628119
AU,2024,89.5894112849615
AU,2023,90.017903054288
AU,2022,98.5875708264372
AU,2021,104.168691118311
AU,2020,95.9384642611267
AU,2019,104.365870910572
AT,2025,81.9641178489803
AT,2024,76.8978286403906
AT,2023,76.1898638035308
AT,2022,72.4017272856034
AT,2021,85.1986982364327
AT,2020,83.2431382006228
AT,2019,82.6543853772548
AZ,2025,28.3799487174064
AZ,2024,29.0087435497411
AZ,2023,30.1339197674035
AZ,2022,34.4616679351719
AZ,2021,26.8904794664944
AZ,2020,27.8952156796175
AZ,2019,28.8195627577165
BS,2024,95.6315655509349
BS,2023,97.7236382694572
BS,2022,95.0295483058565
BS,2021,97.7568686008453
BS,2020,96.2290525436401
BS,2019,93.1452453136444
BH,2025,43.0957271215641
BH,2024,44.202139294112
BH,2023,45.6062202395205
BH,2022,49.4106856701934
BH,2021,49.400361294442
BH,2020,45.555112685295
BH,2019,48.1624988482354
BD,2025,25.5802454271565
BD,2024,26.8447911723453
BD,2023,27.8637828611553
BD,2022,32.1507691104452
BD,2021,33.3668338762788
BD,2020,33.865254349011
BD,2019,35.220031278481
BB,2025,109.542608652096
BB,2024,109.607215877638
BB,2023,110.389494448318
BB,2022,111.119658315492
BB,2021,119.210171699524
BB,2020,115.94123840332
BB,2019,109.71919298172
BY,2025,29.6095784998024
BY,2024,25.946783525077
BY,2023,25.5893013103649
BY,2022,28.125421465943
BY,2021,27.125674876434
BY,2020,26.3057861315616
BY,2019,30.6604704090341
BE,2025,81.3522319801567
BE,2024,76.2307575575
BE,2023,76.0635716278445
BE,2022,73.518906585798
BE,2021,85.1473673069754
BE,2020,81.8000876365761
BE,2019,82.3745167498038
BZ,2025,52.5565258175875
BZ,2024,53.463178010533
BZ,2023,54.0327889034715
BZ,2022,52.516361552179
BZ,2021,52.4310171604155
BZ,2020,54.347938299179
BZ,2019,58.777493238449
BJ,2025,34.4263264144124
BJ,2024,33.4469422526318
BJ,2023,33.7298088877381
BJ,2022,32.9494550444791
BJ,2021,38.064137319197
BJ,2020,36.9906554037756
BJ,2019,35.9107222838605
BM,2024,119.812062185577
BM,2023,117.047800140108
BM,2022,114.355182819509
BM,2021,122.146320343018
BM,2020,125.638365745544
BM,2019,127.27233171463
BT,2025,22.9293832411026
BT,2024,23.8033697006015
BT,2023,23.6085982216234
BT,2022,24.6412813462885
BT,2021,26.5299225735699
BT,2020,25.5844231550554
BT,2019,27.7082027278841
BO,2025,39.9890859069232
BO,2024,34.2823399681983
BO,2023,33.1302078287776
BO,2022,34.291238864832
BO,2021,35.8025589486107
BO,2020,37.3757592848517
BO,2019,38.1919099004499
BA,2025,40.2174782486005
BA,2024,37.3703858381207
BA,2023,37.0589900689945
BA,2022,35.3585820305951
BA,2021,39.8943447809388
BA,2020,37.4485927366741
BA,2019,37.2663111885082
BW,2025,37.5792286944263
BW,2024,37.1125511242075
BW,2023,37.2207107189768
BW,2022,41.6984445335243
BW,2021,43.472249726079
BW,2020,41.349653200609
BW,2019,44.9378605766125
BR,2025,45.7182316135877
BR,2024,46.0890723998018
BR,2023,48.9668945108392
BR,2022,46.7015795793047
BR,2021,44.1063637995683
BR,2020,43.9346756877728
BR,2019,56.1911903420213
BN,2025,34.8746819760203
BN,2024,36.8331451477285
BN,2023,38.6480738036016
BN,2022,44.7896731320297
BN,2021,39.6261217644167
BN,2020,38.451271483444
BN,2019,43.8716057849232
BG,2025,45.7315266313749
BG,2024,41.9277731040122
BG,2023,40.8300441715447
BG,2022,38.5457126996175
BG,2021,41.8838322620478
BG,2020,39.3419652682225
BG,2019,38.6849799274161
BF,2025,37.3603920307774
BF,2024,33.8669020372191
BF,2023,31.6195518530494
BF,2022,31.2811603958541
BF,2021,36.0168978396194
BF,2020,34.6632975976805
BF,2019,34.2651114365447
BI,2025,18.7350039742008
BI,2024,18.1245208127752
BI,2023,21.7700759178039
BI,2022,27.4085038666989
BI,2021,25.5886536688489
BI,2020,26.7010696685367
BI,2019,26.981139202534
CV,2025,47.6475926344085
CV,2024,46.2256093985824
CV,2023,46.7768084314991
CV,2022,45.6066389082891
CV,2021,51.6750483152882
CV,2020,51.6481138086742
CV,2019,50.6697266945337
KH,2025,33.6243860901355
KH,2024,32.9246007591304
KH,2023,32.6717193050405
KH,2022,33.6097814988539
KH,2021,34.8147437686668
KH,2020,35.0316419981163
KH,2019,36.1696308427342
CM,2025,34.0779405085858
CM,2024,32.6956331885356
CM,2023,31.7710503563486
CM,2022,30.9334863893102
CM,2021,34.8869706544948
CM,2020,35.6344651967183
CM,2019,36.6702576289334
CA,2025,83.4474127574427
CA,2024,84.0153207747759
CA,2023,84.4299358903067
CA,2022,87.9780876087693
CA,2021,92.7915649476044
CA,2020,89.6012083402402
CA,2019,91.7897265900007
KY,2024,113.114611542503
KY,2023,113.202134837481
KY,2022,113.072500193302
KY,2021,116.571065363394
KY,2020,124.531872105149
KY,2019,121.399568735788
CF,2025,42.3275223528697
CF,2024,40.8052824372795
CF,2023,39.4218965074556
CF,2022,38.3819018643341
CF,2021,43.6189893858498
CF,2020,43.4102399677371
CF,2019,45.6142130084464
TD,2025,35.2196675223932
TD,2024,35.4418114316956
TD,2023,35.1449071325721
TD,2022,36.8195953163346
TD,2021,38.8636644044548
TD,2020,39.6592701412474
TD,2019,37.9875896050679
CL,2025,47.6373942901173
CL,2024,46.1839558478626
CL,2023,51.4914125366645
CL,2022,49.8047848048822
CL,2021,55.7130143098494
CL,2020,51.7332100591073
CL,2019,56.5978985887342
CN,2025,47.2567202636505
CN,2024,48.9806640888522
CN,2023,51.3934255336289
CN,2022,56.3242625174682
CN,2021,61.8301183741458
CN,2020,58.1769612527374
CN,2019,58.7635085934986
CO,2025,37.8156411764155
CO,2024,35.4335953368221
CO,2023,32.9507324741011
CO,2022,32.0343536385472
CO,2021,35.7969819066022
CO,2020,34.4069514831713
CO,2019,39.9994381863935
KM,2025,48.5047771624332
KM,2024,45.8965499644165
KM,2023,44.2396522430517
KM,2022,41.3182563991551
KM,2021,46.0339178752072
KM,2020,46.8227945308012
KM,2019,45.8611142202603
CD,2025,42.0234683084343
CD,2024,38.0023246917053
CD,2023,38.1174068146478
CD,2022,43.2563923994775
CD,2021,42.4806895585243
CD,2020,44.6758344445199
CD,2019,47.7198940745476
CG,2025,34.693429380121
CG,2024,35.4421573076285
CG,2023,36.1436110410936
CG,2022,39.4321882641697
CG,2021,40.173679367009
CG,2020,41.7858207274586
CG,2019,43.5069719183753
CR,2025,59.0573265017088
CR,2024,59.752769551419
CR,2023,58.6051480974268
CR,2022,51.9551503174562
CR,2021,53.8219877576884
CR,2020,56.0820069240624
CR,2019,55.2052346825953
CI,2025,37.1559975615278
CI,2024,35.5177366478691
CI,2023,35.7850805696667
CI,2022,34.7311652450832
CI,2021,40.626932513803
CI,2020,39.3179644042115
CI,2019,38.8255389424653
HR,2025,53.2010809580869
HR,2024,48.5359280064149
HR,2023,46.4482231390444
HR,2022,43.8348891097943
HR,2021,48.1687610584622
HR,2020,46.868240984812
HR,2019,47.0715464212768
CW,2024,69.7384115740955
CW,2023,69.1655413375575
CW,2022,70.0413345879073
CW,2021,71.4516506514737
CW,2020,75.0382119716877
CW,2019,75.6809431747352
CY,2025,64.7051252975048
CY,2024,61.3812036809463
CY,2023,61.1672148800824
CY,2022,59.4724457456574
CY,2021,69.1498172575324
CY,2020,66.0816233590831
CY,2019,65.8362587187193
CZ,2025,59.3798692989672
CZ,2024,55.2324548998213
CZ,2023,56.6540084166427
CZ,2022,53.4161364901314
CZ,2021,57.9471972568405
CZ,2020,52.3487123146024
CZ,2019,52.7529047520413
DK,2025,92.4921139251376
DK,2024,87.7544028964132
DK,2023,87.8827340450088
DK,2022,86.2858530829051
DK,2021,100.018369599606
DK,2020,97.293013084381
DK,2019,98.0349851709548
DJ,2025,46.2094127475426
DJ,2024,45.4218272384726
DJ,2023,46.755999443939
DJ,2022,47.3281690439226
DJ,2021,50.7694026111987
DJ,2020,51.472537598214
DJ,2019,52.5596300505119
DM,2025,48.3818993584933
DM,2024,48.7786632480818
DM,2023,48.8258260250056
DM,2022,49.596309337057
DM,2021,52.985120702673
DM,2020,54.9556237679941
DM,2019,59.2434317977341
DO,2025,38.5055221319538
DO,2024,39.4307724218955
DO,2023,41.1056638995541
DO,2022,41.0376286041272
DO,2021,38.6654786936087
DO,2020,37.5571504611104
DO,2019,41.3978570719936
EC,2025,42.5220703426529
EC,2024,43.0740974308494
EC,2023,42.2329283911314
EC,2022,42.8779242654727
EC,2021,44.8739469051361
EC,2020,47.3994910717011
EC,2019,49.4702249765396
EG,2025,15.2732386022672
EG,2024,17.4589245118373
EG,2023,18.6449273613426
EG,2022,24.1571674722841
EG,2021,24.5673676217871
EG,2020,23.0511084096698
EG,2019,22.171866106281
SV,2025,40.8953489712557
SV,2024,41.5072277055406
SV,2023,41.9951346710945
SV,2022,42.7367838286856
SV,2021,42.9484784603119
SV,2020,42.5564259290695
SV,2019,44.2782253026962
GQ,2025,41.0042096681154
GQ,2024,41.0227579253373
GQ,2023,39.9385298046146
GQ,2022,41.8440301037686
GQ,2021,41.2903242977651
GQ,2020,42.1438065609436
GQ,2019,41.3591795160365
ER,2021,32.7593959979157
ER,2020,33.2622759370775
ER,2019,31.1171785275703
EE,2025,66.0537292798038
EE,2024,62.3630825157812
EE,2023,61.9552867037266
EE,2022,59.0057902550586
EE,2021,63.1701599612393
EE,2020,58.8461719722959
EE,2019,59.1854978588234
SZ,2025,32.789213118853
SZ,2024,33.0675101001167
SZ,2023,33.2076733153706
SZ,2022,36.6209266456057
SZ,2021,39.8781667048552
SZ,2020,37.1578540532462
SZ,2019,42.3119539637914
ET,2025,25.7540885009246
ET,2024,34.4403481534475
ET,2023,34.4650160034375
ET,2022,34.5267312384994
ET,2021,34.5002826134764
ET,2020,34.4770916721278
ET,2019,35.3842920817614
FO,2024,90.3592706473352
FO,2023,90.8535821242413
FO,2022,89.1094725790736
FO,2021,101.444450252803
FO,2020,100.960796677865
FO,2019,101.357758709552
FJ,2025,40.654782569512
FJ,2024,41.5294419627777
FJ,2023,40.4346739087747
FJ,2022,41.7105031806906
FJ,2021,43.9502521788072
FJ,2020,43.1179550413169
FJ,2019,45.0148625765533
FI,2025,85.222763220196
FI,2024,81.6055342511718
FI,2023,83.294988081374
FI,2022,81.1814150011676
FI,2021,93.5002341988357
FI,2020,91.6169205341637
FI,2019,92.5053132737253
FR,2025,76.5696913500391
FR,2024,73.7359788150781
FR,2023,73.3666714172562
FR,2022,71.8946843663427
FR,2021,83.2584127577506
FR,2020,79.1601297699613
FR,2019,79.0297508094116
GA,2025,37.1901448019689
GA,2024,38.2056821319162
GA,2023,37.5627483608873
GA,2022,42.0683572035915
GA,2021,44.167537961127
GA,2020,45.6292309486046
GA,2019,46.6542183546806
GM,2025,24.8016528044227
GM,2024,25.0337661522703
GM,2023,26.8246053642778
GM,2022,27.2674530833212
GM,2021,28.1478865301837
GM,2020,28.4626980531295
GM,2019,30.4818799220576
